subject_id,workflow_id,task,reducer,data.value,data.aggregation_version
47662741,15643,T4,dropdown_reducer,[{'10': 5}],3.4.4
47662741,15643,T8,dropdown_reducer,[{'34d4c94d85019': 5}],3.4.4
47662742,15643,T1,dropdown_reducer,[{'118375e6f8e7': 4}],3.4.4
47662742,15643,T3,dropdown_reducer,[{'15': 4}],3.4.4
47662742,15643,T4,dropdown_reducer,[{'10': 4}],3.4.4
47662742,15643,T8,dropdown_reducer,[{'34d4c94d85019': 4}],3.4.4
47662744,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662744,15643,T3,dropdown_reducer,[{'15': 4}],3.4.4
47662744,15643,T4,dropdown_reducer,[{'10': 4}],3.4.4
47662744,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662746,15643,T1,dropdown_reducer,[{'118375e6f8e7': 4}],3.4.4
47662746,15643,T3,dropdown_reducer,[{'5': 4}],3.4.4
47662746,15643,T4,dropdown_reducer,[{'11': 4}],3.4.4
47662746,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662748,15643,T1,dropdown_reducer,"[{'cd638da74b4e3': 4, 'f0f7524fdb08e': 1}]",3.4.4
47662748,15643,T3,dropdown_reducer,[{'5': 5}],3.4.4
47662748,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47662748,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662749,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 3, 'None': 1}]",3.4.4
47662749,15643,T3,dropdown_reducer,[{'5': 4}],3.4.4
47662749,15643,T4,dropdown_reducer,[{'11': 4}],3.4.4
47662749,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662751,15643,T1,dropdown_reducer,[{'118375e6f8e7': 5}],3.4.4
47662751,15643,T3,dropdown_reducer,[{'12': 5}],3.4.4
47662751,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47662751,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662753,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47662753,15643,T3,dropdown_reducer,"[{'12': 4, '2': 1}]",3.4.4
47662753,15643,T4,dropdown_reducer,"[{'11': 4, '1': 1}]",3.4.4
47662753,15643,T8,dropdown_reducer,"[{'9a8e01acfe16e': 4, 'n-a': 1}]",3.4.4
47662755,15643,T1,dropdown_reducer,[{'118375e6f8e7': 4}],3.4.4
47662755,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47662755,15643,T4,dropdown_reducer,[{'11': 4}],3.4.4
47662755,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662756,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662756,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47662756,15643,T4,dropdown_reducer,[{'11': 4}],3.4.4
47662756,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662758,15643,T1,dropdown_reducer,[{'118375e6f8e7': 5}],3.4.4
47662758,15643,T3,dropdown_reducer,[{'26': 5}],3.4.4
47662758,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47662758,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662759,15643,T1,dropdown_reducer,[{'118375e6f8e7': 4}],3.4.4
47662759,15643,T3,dropdown_reducer,[{'3': 4}],3.4.4
47662759,15643,T4,dropdown_reducer,[{'12': 4}],3.4.4
47662759,15643,T8,dropdown_reducer,"[{'ph': 1, '9a8e01acfe16e': 3}]",3.4.4
47662761,15643,T1,dropdown_reducer,[{'118375e6f8e7': 3}],3.4.4
47662761,15643,T3,dropdown_reducer,[{'10': 3}],3.4.4
47662761,15643,T4,dropdown_reducer,[{'12': 3}],3.4.4
47662761,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 3}],3.4.4
47662762,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662762,15643,T3,dropdown_reducer,[{'17': 4}],3.4.4
47662762,15643,T4,dropdown_reducer,[{'12': 4}],3.4.4
47662762,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662764,15643,T1,dropdown_reducer,[{'118375e6f8e7': 5}],3.4.4
47662764,15643,T3,dropdown_reducer,[{'17': 5}],3.4.4
47662764,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47662764,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662765,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 5, 'None': 1}]",3.4.4
47662765,15643,T3,dropdown_reducer,[{'17': 6}],3.4.4
47662765,15643,T4,dropdown_reducer,[{'9': 6}],3.4.4
47662765,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662767,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47662767,15643,T3,dropdown_reducer,[{'23': 5}],3.4.4
47662767,15643,T4,dropdown_reducer,[{'7': 5}],3.4.4
47662767,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662768,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47662768,15643,T3,dropdown_reducer,[{'2': 5}],3.4.4
47662768,15643,T4,dropdown_reducer,[{'7': 5}],3.4.4
47662768,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662770,15643,T1,dropdown_reducer,[{'499cb073d8b04': 9}],3.4.4
47662770,15643,T3,dropdown_reducer,[{'18': 9}],3.4.4
47662770,15643,T4,dropdown_reducer,[{'6': 9}],3.4.4
47662770,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 9}],3.4.4
47662771,15643,T1,dropdown_reducer,"[{'None': 1, '5bd2fbcf507d4': 4}]",3.4.4
47662771,15643,T3,dropdown_reducer,[{'21': 5}],3.4.4
47662771,15643,T4,dropdown_reducer,[{'5': 5}],3.4.4
47662771,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662773,15643,T1,dropdown_reducer,[{'1d473281c3564': 6}],3.4.4
47662773,15643,T3,dropdown_reducer,[{'28': 6}],3.4.4
47662773,15643,T4,dropdown_reducer,[{'5': 6}],3.4.4
47662773,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662774,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662774,15643,T3,dropdown_reducer,[{'14': 4}],3.4.4
47662774,15643,T4,dropdown_reducer,[{'5': 4}],3.4.4
47662774,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662776,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 3}],3.4.4
47662776,15643,T3,dropdown_reducer,[{'14': 3}],3.4.4
47662776,15643,T4,dropdown_reducer,[{'5': 3}],3.4.4
47662776,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 3}],3.4.4
47662777,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 2, 'None': 2}]",3.4.4
47662777,15643,T3,dropdown_reducer,[{'30': 4}],3.4.4
47662777,15643,T4,dropdown_reducer,[{'4': 4}],3.4.4
47662777,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662779,15643,T1,dropdown_reducer,"[{'f0f7524fdb08e': 4, 'cd638da74b4e3': 1}]",3.4.4
47662779,15643,T3,dropdown_reducer,[{'16': 5}],3.4.4
47662779,15643,T4,dropdown_reducer,[{'4': 5}],3.4.4
47662779,15643,T8,dropdown_reducer,"[{'9a8e01acfe16e': 4, 'phoenix': 1}]",3.4.4
47662780,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47662780,15643,T3,dropdown_reducer,[{'12': 5}],3.4.4
47662780,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47662780,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662782,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 5}],3.4.4
47662782,15643,T3,dropdown_reducer,[{'12': 5}],3.4.4
47662782,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47662782,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662783,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 6}],3.4.4
47662783,15643,T3,dropdown_reducer,[{'10': 6}],3.4.4
47662783,15643,T4,dropdown_reducer,[{'9': 6}],3.4.4
47662783,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662785,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47662785,15643,T3,dropdown_reducer,[{'17': 5}],3.4.4
47662785,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47662785,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662786,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 8}],3.4.4
47662786,15643,T3,dropdown_reducer,[{'29': 8}],3.4.4
47662786,15643,T4,dropdown_reducer,[{'10': 8}],3.4.4
47662786,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 8}],3.4.4
47662788,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 3}],3.4.4
47662788,15643,T3,dropdown_reducer,[{'22': 3}],3.4.4
47662788,15643,T4,dropdown_reducer,[{'10': 3}],3.4.4
47662788,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 3}],3.4.4
47662789,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 3, 'None': 1}]",3.4.4
47662789,15643,T3,dropdown_reducer,"[{'23': 3, '24': 1}]",3.4.4
47662789,15643,T4,dropdown_reducer,[{'4': 4}],3.4.4
47662789,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662791,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 4}],3.4.4
47662791,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47662791,15643,T4,dropdown_reducer,[{'3': 4}],3.4.4
47662791,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662792,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 3}],3.4.4
47662792,15643,T3,dropdown_reducer,[{'12': 3}],3.4.4
47662792,15643,T4,dropdown_reducer,[{'3': 3}],3.4.4
47662792,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 3}],3.4.4
47662794,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 4}],3.4.4
47662794,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47662794,15643,T4,dropdown_reducer,[{'2': 4}],3.4.4
47662794,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662795,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 1, '596c98f045dfe': 3}]",3.4.4
47662795,15643,T3,dropdown_reducer,[{'12': 4}],3.4.4
47662795,15643,T4,dropdown_reducer,[{'2': 4}],3.4.4
47662795,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662798,15643,T1,dropdown_reducer,"[{'None': 3, '5bd2fbcf507d4': 1, 'lifestyle': 1}]",3.4.4
47662798,15643,T3,dropdown_reducer,[{'19': 5}],3.4.4
47662798,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47662798,15643,T8,dropdown_reducer,"[{'none': 2, '9a8e01acfe16e': 3}]",3.4.4
47662800,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662800,15643,T3,dropdown_reducer,[{'5': 4}],3.4.4
47662800,15643,T4,dropdown_reducer,[{'3': 4}],3.4.4
47662800,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662804,15643,T1,dropdown_reducer,"[{'None': 1, '5bd2fbcf507d4': 3}]",3.4.4
47662804,15643,T3,dropdown_reducer,[{'15': 4}],3.4.4
47662804,15643,T4,dropdown_reducer,[{'10': 4}],3.4.4
47662804,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662808,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 4, 'None': 1}]",3.4.4
47662808,15643,T3,dropdown_reducer,[{'10': 5}],3.4.4
47662808,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47662808,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662812,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662812,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47662812,15643,T4,dropdown_reducer,[{'11': 4}],3.4.4
47662812,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662813,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47662813,15643,T3,dropdown_reducer,[{'12': 5}],3.4.4
47662813,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47662813,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662816,15643,T1,dropdown_reducer,[{'118375e6f8e7': 6}],3.4.4
47662816,15643,T3,dropdown_reducer,[{'5': 6}],3.4.4
47662816,15643,T4,dropdown_reducer,[{'11': 6}],3.4.4
47662816,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662820,15643,T1,dropdown_reducer,"[{'4bec347f006b7': 7, '5bd2fbcf507d4': 1}]",3.4.4
47662820,15643,T3,dropdown_reducer,[{'22': 8}],3.4.4
47662820,15643,T4,dropdown_reducer,[{'10': 8}],3.4.4
47662820,15643,T8,dropdown_reducer,"[{'9a8e01acfe16e': 7, 'ph': 1}]",3.4.4
47662822,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 4}],3.4.4
47662822,15643,T3,dropdown_reducer,[{'22': 4}],3.4.4
47662822,15643,T4,dropdown_reducer,[{'10': 4}],3.4.4
47662822,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662825,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 3}],3.4.4
47662825,15643,T3,dropdown_reducer,[{'17': 3}],3.4.4
47662825,15643,T4,dropdown_reducer,[{'9': 3}],3.4.4
47662825,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 3}],3.4.4
47662826,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662826,15643,T3,dropdown_reducer,[{'3': 4}],3.4.4
47662826,15643,T4,dropdown_reducer,[{'9': 4}],3.4.4
47662826,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662828,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 5, 'None': 1}]",3.4.4
47662828,15643,T3,dropdown_reducer,[{'3': 6}],3.4.4
47662828,15643,T4,dropdown_reducer,[{'9': 6}],3.4.4
47662828,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662831,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662831,15643,T3,dropdown_reducer,[{'27': 4}],3.4.4
47662831,15643,T4,dropdown_reducer,[{'8': 4}],3.4.4
47662831,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662833,15643,T1,dropdown_reducer,[{'d9896e65faee5': 6}],3.4.4
47662833,15643,T3,dropdown_reducer,[{'30': 6}],3.4.4
47662833,15643,T4,dropdown_reducer,[{'7': 6}],3.4.4
47662833,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662836,15643,T1,dropdown_reducer,"[{'4bec347f006b7': 3, '5bd2fbcf507d4': 5}]",3.4.4
47662836,15643,T3,dropdown_reducer,[{'28': 8}],3.4.4
47662836,15643,T4,dropdown_reducer,"[{'5': 7, '10': 1}]",3.4.4
47662836,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 8}],3.4.4
47662838,15643,T1,dropdown_reducer,[{'4bec347f006b7': 4}],3.4.4
47662838,15643,T3,dropdown_reducer,[{'19': 4}],3.4.4
47662838,15643,T4,dropdown_reducer,[{'2': 4}],3.4.4
47662838,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662840,15643,T1,dropdown_reducer,[{'118375e6f8e7': 5}],3.4.4
47662840,15643,T3,dropdown_reducer,[{'19': 5}],3.4.4
47662840,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47662840,15643,T8,dropdown_reducer,[{'34d4c94d85019': 5}],3.4.4
47662842,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 1, '4bec347f006b7': 1}]",3.4.4
47662842,15643,T3,dropdown_reducer,[{'22': 2}],3.4.4
47662842,15643,T4,dropdown_reducer,[{'1': 2}],3.4.4
47662842,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 2}],3.4.4
47662844,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 6}],3.4.4
47662844,15643,T3,dropdown_reducer,[{'16': 6}],3.4.4
47662844,15643,T4,dropdown_reducer,[{'7': 6}],3.4.4
47662844,15643,T8,dropdown_reducer,[{'34d4c94d85019': 6}],3.4.4
47662845,15643,T1,dropdown_reducer,"[{'f0f7524fdb08e': 4, 'book-review': 1}]",3.4.4
47662845,15643,T3,dropdown_reducer,[{'16': 5}],3.4.4
47662845,15643,T4,dropdown_reducer,[{'4': 5}],3.4.4
47662845,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662847,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662847,15643,T3,dropdown_reducer,[{'10': 4}],3.4.4
47662847,15643,T4,dropdown_reducer,[{'9': 4}],3.4.4
47662847,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662848,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662848,15643,T3,dropdown_reducer,[{'21': 4}],3.4.4
47662848,15643,T4,dropdown_reducer,[{'5': 4}],3.4.4
47662848,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662850,15643,T1,dropdown_reducer,"[{'radio': 1, '5bd2fbcf507d4': 2, 'None': 1}]",3.4.4
47662850,15643,T3,dropdown_reducer,[{'5': 4}],3.4.4
47662850,15643,T4,dropdown_reducer,[{'3': 4}],3.4.4
47662850,15643,T8,dropdown_reducer,[{'34d4c94d85019': 4}],3.4.4
47662851,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 6}],3.4.4
47662851,15643,T3,dropdown_reducer,[{'12': 6}],3.4.4
47662851,15643,T4,dropdown_reducer,[{'2': 6}],3.4.4
47662851,15643,T8,dropdown_reducer,[{'34d4c94d85019': 6}],3.4.4
47662853,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 5}],3.4.4
47662853,15643,T3,dropdown_reducer,[{'29': 5}],3.4.4
47662853,15643,T4,dropdown_reducer,[{'1': 5}],3.4.4
47662853,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662854,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 5}],3.4.4
47662854,15643,T3,dropdown_reducer,[{'14': 5}],3.4.4
47662854,15643,T4,dropdown_reducer,[{'5': 5}],3.4.4
47662854,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662855,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 4}],3.4.4
47662855,15643,T3,dropdown_reducer,[{'8': 4}],3.4.4
47662855,15643,T4,dropdown_reducer,[{'1': 4}],3.4.4
47662855,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662857,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662857,15643,T3,dropdown_reducer,[{'30': 4}],3.4.4
47662857,15643,T4,dropdown_reducer,[{'7': 4}],3.4.4
47662857,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662858,15643,T1,dropdown_reducer,[{'c66dd872e5c9f': 5}],3.4.4
47662858,15643,T3,dropdown_reducer,[{'11': 5}],3.4.4
47662858,15643,T4,dropdown_reducer,[{'6': 5}],3.4.4
47662858,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662860,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 5, 'None': 1}]",3.4.4
47662860,15643,T3,dropdown_reducer,[{'19': 6}],3.4.4
47662860,15643,T4,dropdown_reducer,[{'2': 6}],3.4.4
47662860,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662861,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662861,15643,T3,dropdown_reducer,[{'21': 4}],3.4.4
47662861,15643,T4,dropdown_reducer,[{'5': 4}],3.4.4
47662861,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662863,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 3, 'radio': 3}]",3.4.4
47662863,15643,T3,dropdown_reducer,[{'5': 6}],3.4.4
47662863,15643,T4,dropdown_reducer,[{'3': 6}],3.4.4
47662863,15643,T8,dropdown_reducer,[{'34d4c94d85019': 6}],3.4.4
47662864,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 8}],3.4.4
47662864,15643,T3,dropdown_reducer,[{'12': 8}],3.4.4
47662864,15643,T4,dropdown_reducer,[{'2': 8}],3.4.4
47662864,15643,T8,dropdown_reducer,"[{'34d4c94d85019': 7, '9a8e01acfe16e': 1}]",3.4.4
47662866,15643,T1,dropdown_reducer,[{'f0f7524fdb08e': 4}],3.4.4
47662866,15643,T3,dropdown_reducer,[{'29': 4}],3.4.4
47662866,15643,T4,dropdown_reducer,"[{'2': 1, '1': 3}]",3.4.4
47662866,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662867,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 1, 'f0f7524fdb08e': 4}]",3.4.4
47662867,15643,T3,dropdown_reducer,[{'14': 5}],3.4.4
47662867,15643,T4,dropdown_reducer,[{'5': 5}],3.4.4
47662867,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662868,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 6}],3.4.4
47662868,15643,T3,dropdown_reducer,[{'8': 6}],3.4.4
47662868,15643,T4,dropdown_reducer,[{'1': 6}],3.4.4
47662868,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662870,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 6, 'None': 1}]",3.4.4
47662870,15643,T3,dropdown_reducer,[{'30': 7}],3.4.4
47662870,15643,T4,dropdown_reducer,[{'7': 7}],3.4.4
47662870,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 7}],3.4.4
47662871,15643,T1,dropdown_reducer,[{'c66dd872e5c9f': 6}],3.4.4
47662871,15643,T3,dropdown_reducer,[{'11': 6}],3.4.4
47662871,15643,T4,dropdown_reducer,[{'6': 6}],3.4.4
47662871,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662873,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47662873,15643,T3,dropdown_reducer,[{'19': 5}],3.4.4
47662873,15643,T4,dropdown_reducer,[{'2': 5}],3.4.4
47662873,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662874,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 7, 'None': 1}]",3.4.4
47662874,15643,T3,dropdown_reducer,[{'10': 8}],3.4.4
47662874,15643,T4,dropdown_reducer,[{'9': 8}],3.4.4
47662874,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 8}],3.4.4
47662875,15643,T1,dropdown_reducer,"[{'5bd2fbcf507d4': 3, 'None': 1}]",3.4.4
47662875,15643,T3,dropdown_reducer,[{'30': 4}],3.4.4
47662875,15643,T4,dropdown_reducer,[{'7': 4}],3.4.4
47662875,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662876,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 5}],3.4.4
47662876,15643,T3,dropdown_reducer,[{'3': 5}],3.4.4
47662876,15643,T4,dropdown_reducer,[{'9': 5}],3.4.4
47662876,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662877,15643,T1,dropdown_reducer,[{'5bd2fbcf507d4': 4}],3.4.4
47662877,15643,T3,dropdown_reducer,[{'30': 4}],3.4.4
47662877,15643,T4,dropdown_reducer,[{'4': 4}],3.4.4
47662877,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662879,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47662879,15643,T3,dropdown_reducer,[{'31': 5}],3.4.4
47662879,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47662879,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662880,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47662880,15643,T3,dropdown_reducer,[{'31': 5}],3.4.4
47662880,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47662880,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662882,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 5}],3.4.4
47662882,15643,T3,dropdown_reducer,[{'24': 5}],3.4.4
47662882,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47662882,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662883,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 6}],3.4.4
47662883,15643,T3,dropdown_reducer,[{'17': 6}],3.4.4
47662883,15643,T4,dropdown_reducer,[{'12': 6}],3.4.4
47662883,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 6}],3.4.4
47662884,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 5}],3.4.4
47662884,15643,T3,dropdown_reducer,[{'10': 5}],3.4.4
47662884,15643,T4,dropdown_reducer,[{'12': 5}],3.4.4
47662884,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662886,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 4}],3.4.4
47662886,15643,T3,dropdown_reducer,[{'3': 4}],3.4.4
47662886,15643,T4,dropdown_reducer,[{'12': 4}],3.4.4
47662886,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 4}],3.4.4
47662888,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 5}],3.4.4
47662888,15643,T3,dropdown_reducer,[{'26': 5}],3.4.4
47662888,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47662888,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662889,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 5}],3.4.4
47662889,15643,T3,dropdown_reducer,[{'19': 5}],3.4.4
47662889,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47662889,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662890,15643,T1,dropdown_reducer,[{'4d3e231d63e6a': 5}],3.4.4
47662890,15643,T3,dropdown_reducer,[{'12': 5}],3.4.4
47662890,15643,T4,dropdown_reducer,[{'11': 5}],3.4.4
47662890,15643,T8,dropdown_reducer,[{'9a8e01acfe16e': 5}],3.4.4
47662892,15643,T1,dropdown_reducer,[{'cd638da74b4e3': 12}],3.4.4
47662892,15643,T3,dropdown_reducer,[{'5': 12}],3.4.4
47662892,15643,T4,dropdown_reducer,[{'11': 12}],3.4.4
